lead_id,pricing_page_visits_decayed,demo_page_visits_decayed,case_study_views_decayed,roi_calculator_uses_decayed,blog_views_decayed,careers_page_visits_decayed,high_intent_touch_count,visited_pricing_or_demo,pages_per_session,visited_last_7_days,is_bot_suspect,email_opens_decayed,email_clicks_decayed,open_rate,click_to_open_rate,content_engagement_decayed,is_unsubscribed,is_hard_bounced,trial_depth_score,is_engaged_trial,industry_tier,lead_source_tier,tech_stack_score,seniority_rank,is_decision_maker,company_size_score,log_annual_revenue,is_smb_fit,dm_x_pricing_or_demo,senior_x_trial,smb_fit_x_intent,cross_channel_engaged,good_source_x_content
L00122,1.7333333333333334,0.0,0.0,0.8666666666666667,4.333333333333334,0.0,1,1,2.0,1,0,2.3,0.7666666666666666,0.3,0.333,2.3,0,0,0,0,3,2,0,4,1,3,7.5455482994100045,1,1,0,1,1,1
L00123,0.0,0.0,0.0,0.0,0.0,0.0,2,1,8.0,0,0,0.8000000000000002,0.0,0.6,0.0,1.8666666666666671,0,0,0,0,1,3,2,3,1,1,10.495396265667813,0,1,0,0,1,1
L00124,0.0,0.0,0.0,0.0,3.666666666666667,0.0,0,0,8.0,0,0,0.46666666666666656,0.0,0.105,0.0,0.0,0,0,0,0,2,3,2,4,1,2,9.589427281024282,0,0,0,0,0,0
L00125,0.0,0.0,0.9333333333333333,0.0,3.7333333333333334,0.9333333333333333,0,0,11.0,1,0,0.8000000000000002,0.0,0.25,0.0,0.8000000000000002,0,0,0,0,1,1,2,1,0,3,7.250777446467082,1,0,0,0,0,0
L00126,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,0,0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,12,1,1,3,0,0,1,4,5.282187984618153,1,0,0,0,0,0
L00127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,2,1,1,0,3,6.761457021364839,1,0,0,0,0,0
L00128,0.0,0.0,0.0,0.0,0.0,0.0,2,1,9.0,0,0,3.466666666666667,0.0,0.571,0.0,4.333333333333334,0,0,0,0,3,1,2,0,0,3,6.435669483532077,1,0,0,1,1,0
L00129,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,4.333333333333334,0.0,2,1,5.0,1,0,2.0,0.0,0.4,0.0,3.0,0,0,0,0,2,2,2,0,1,2,9.307603189596392,0,1,0,0,1,1
L00130,0.0,0.0,0.0,0.0,1.7999999999999998,0.6,0,0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,1,1,0,3,6.263398262591624,1,0,0,0,0,0
L00131,1.9333333333333333,0.9666666666666667,0.0,0.0,1.9333333333333333,0.0,2,1,2.0,1,0,4.5,0.0,0.294,0.0,3.6,0,0,21,1,1,2,0,3,1,4,4.232656178019613,1,1,1,1,1,1
L00132,0.7,0.0,0.7,0.0,0.7,0.0,1,1,9.0,0,0,0.8666666666666667,0.8666666666666667,0.333,1.0,2.6,0,0,0,0,1,0,1,1,0,1,10.002246324559392,0,0,0,0,1,0
L00133,0.6333333333333333,0.0,0.0,0.0,0.6333333333333333,0.0,1,1,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,11,0,2,3,0,1,0,0,12.874894089942355,0,0,0,0,0,0
L00134,0.0,0.8333333333333334,0.0,0.0,4.166666666666667,0.0,1,1,2.0,1,0,3.0,1.0,0.158,0.333,7.0,0,0,0,0,1,2,0,3,1,3,7.460432766770688,1,1,0,1,1,1
L00135,0.0,0.0,0.7,0.0,2.0999999999999996,1.4,0,0,3.0,0,0,0.0,0.0,0.5,1.0,0.0,0,0,0,0,1,1,0,4,1,4,5.511814540810441,1,0,0,0,0,0
L00136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,0,0,1.0,0.0,0.071,0.0,0.0,1,0,8,1,1,0,2,2,0,3,7.332369205929062,1,0,0,0,0,0
L00137,0.0,0.0,0.0,0.6666666666666667,2.0,0.0,0,0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,3,1,4,5.2390980068880655,1,0,0,0,0,0
L00138,0.0,0.0,0.0,0.1333333333333333,0.3999999999999999,0.1333333333333333,0,0,4.0,0,0,3.833333333333333,0.0,0.312,0.0,2.3,0,0,0,0,1,2,1,3,1,1,10.601445642093086,0,0,0,0,0,1
L00139,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0,0,10.0,1,0,1.9333333333333333,0.0,0.133,0.0,0.0,0,0,0,0,1,1,1,0,1,4,7.5455482994100045,1,0,0,0,0,0
L00140,0.0,0.0,0.0,0.0,0.0,0.0,1,1,9.0,0,0,3.4,1.1333333333333333,0.333,0.333,1.1333333333333333,0,0,0,0,3,1,1,3,1,2,8.618178148263405,0,1,0,0,1,0
L00141,0.0,0.0,0.0,0.0,2.9,1.9333333333333333,0,0,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,1,4,1,3,7.369726736530608,1,0,0,0,0,1
L00142,0.0,0.0,0.0,0.5666666666666667,1.7,0.5666666666666667,0,0,3.0,0,0,5.6000000000000005,1.6,0.636,0.286,4.0,1,0,0,0,1,1,1,1,0,2,9.58878365698804,0,0,0,0,0,0
L00143,0.0,0.0,0.23333333333333328,0.0,0.46666666666666656,0.0,0,0,9.0,0,0,4.266666666666667,1.0666666666666667,0.471,0.25,1.6,0,0,0,0,1,0,1,4,1,2,9.612272580069181,0,0,0,0,0,0
L00144,0.16666666666666663,0.0,0.16666666666666663,0.0,0.6666666666666665,0.16666666666666663,1,1,6.0,0,0,0.0,0.0,0.538,0.0,0.0,0,0,0,0,1,2,1,4,1,2,9.50929615665134,0,1,0,0,0,1
L00145,0.9,0.0,0.0,0.0,1.8,0.0,1,1,10.0,1,0,3.6,0.0,0.333,0.0,0.0,1,0,0,0,1,2,0,3,1,3,6.929418918618163,1,1,0,1,1,0
L00146,0.0,0.0,0.0,0.0,3.0666666666666664,0.0,0,0,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,3,0,1,0,4,5.776103136235827,1,0,0,0,0,1
L00147,1.0666666666666667,0.0,0.0,0.0,0.5333333333333333,0.0,1,1,11.0,0,0,6.933333333333334,0.0,0.444,0.0,4.333333333333334,0,0,6,0,2,2,2,4,1,4,5.397710110426072,1,1,0,1,1,1
L00148,0.0,0.0,0.8333333333333334,0.0,2.5,0.0,0,0,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,3,0,3,1,1,10.374484438339211,0,0,0,0,0,0
L00149,0.4666666666666667,0.0,0.9333333333333333,0.0,0.9333333333333333,0.0,1,1,6.0,0,0,5.4,0.0,0.5,0.0,2.7,0,0,37,1,2,3,1,4,1,1,11.249186455974357,0,1,1,0,1,1
L00150,0.7666666666666666,0.0,0.0,0.7666666666666666,3.0666666666666664,0.0,1,1,3.0,1,0,1.5333333333333332,0.0,0.118,0.0,1.5333333333333332,0,0,0,0,1,2,2,4,0,2,9.42104690318671,0,0,0,0,1,1
L00151,0.8,0.8,0.0,0.0,1.6,0.0,2,1,4.0,1,0,7.0,1.0,0.5,0.143,0.0,0,0,27,1,3,3,2,1,0,2,9.143837255617903,0,0,0,0,1,0
L00152,0.0,1.9333333333333333,0.0,0.0,2.9,1.9333333333333333,1,1,5.0,1,0,6.066666666666666,0.0,0.368,0.0,1.7333333333333334,0,0,0,0,1,2,1,3,0,2,9.552531936303229,0,0,0,0,1,1
L00153,1.0,0.0,0.0,0.0,5.0,2.0,1,1,5.0,1,0,0.7666666666666666,0.0,0.077,0.0,0.0,1,0,27,1,2,1,2,4,1,4,5.352805551832106,1,1,1,1,1,0
L00154,0.09999999999999998,0.0,0.0,0.0,0.0,0.09999999999999998,1,1,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,2,3,1,1,11.031407802926442,0,1,0,0,0,0
L00155,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0,0,2.0,0,0,0.6,0.0,0.125,0.0,0.0,0,0,0,0,3,2,2,0,0,3,7.347557399494751,1,0,0,0,0,0
L00156,0.0,0.0,0.6,0.0,2.4,0.0,0,0,10.0,0,0,1.3333333333333335,0.0,0.4,0.0,2.666666666666667,0,0,0,0,1,1,2,4,1,3,7.309480067474579,1,0,0,0,0,0
L00157,0.0,0.8,0.8,0.0,2.4000000000000004,1.6,1,1,10.0,1,0,1.7333333333333334,0.0,0.167,0.0,2.6,1,0,0,0,1,3,0,1,0,3,6.704291798434754,1,0,0,1,1,1
L00158,0.9333333333333333,0.0,0.0,0.0,1.8666666666666667,0.0,1,1,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,19,1,1,3,2,1,0,4,7.5455482994100045,1,0,0,1,0,1
L00159,0.0,0.0,2.2,0.0,2.2,0.0,0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,15,1,1,2,2,4,1,4,3.765840495250065,1,0,1,0,0,0
L00160,0.9,0.0,0.0,0.0,0.9,0.0,1,1,7.0,1,0,1.8666666666666667,0.0,0.167,0.0,4.666666666666667,0,0,0,0,1,3,2,1,0,2,8.765396117323705,0,0,0,0,1,1
L00161,0.0,0.0,0.09999999999999998,0.0,0.19999999999999996,0.0,0,0,9.0,0,0,1.4,0.0,0.118,0.0,3.5,0,0,22,0,1,1,1,1,0,4,5.518656990529513,1,0,0,0,0,0
L00162,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,0,0,1.4,0.0,0.333,0.0,3.2666666666666666,0,0,0,0,2,2,1,4,1,2,8.663973922624432,0,1,0,0,1,1
L00163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,0,0,2.0,1.0,0.154,0.5,3.0,0,0,11,0,2,2,0,4,1,3,6.733044685189517,1,0,0,0,0,1
L00164,0.0,0.6333333333333333,0.0,0.0,1.9,0.0,1,1,2.0,0,0,0.9,0.0,0.25,0.0,0.0,0,0,18,0,1,2,1,1,0,3,5.903725632799975,1,0,0,1,1,0
L00165,0.0,0.0,0.0,0.0,1.6,0.0,0,0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2,3,1,0,1,3,7.5455482994100045,1,0,0,0,0,0
L00166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.0,0,0,2.2,0.7333333333333334,0.2,0.333,5.133333333333334,0,0,0,0,3,3,2,3,1,3,6.929027414257677,1,0,0,0,0,1
L00167,0.0,0.0,0.0,0.0,1.2666666666666666,1.9,0,0,6.0,0,0,0.8,0.8,0.1,1.0,2.4000000000000004,0,0,0,0,1,2,2,1,0,2,9.586788531013854,0,0,0,0,0,1
L00168,0.0,0.0,0.0,0.0,1.5,0.0,0,0,9.0,0,0,0.0,0.0,0.167,0.0,0.0,1,0,0,0,2,3,1,1,0,3,7.574199076707533,1,0,0,0,0,0
L00169,0.5333333333333333,0.0,0.0,0.0,2.1333333333333333,0.0,1,1,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,17,1,2,1,1,3,1,2,8.41657695938172,0,1,1,0,0,0
L00170,0.4,0.0,0.8,0.0,0.8,0.4,1,1,3.0,0,0,1.9,0.0,0.2,0.0,3.1666666666666665,0,0,15,1,2,1,1,3,1,3,7.397500259136889,1,1,1,1,1,0
L00171,0.0,0.0,0.0,0.0,1.0,1.0,0,0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,13,1,1,3,2,1,0,2,9.20587039650473,0,0,0,0,0,0
L00172,0.0,0.0,0.0,0.0,2.8,0.0,0,0,11.0,0,0,1.0,0.0,0.091,0.0,0.0,0,0,0,0,2,1,2,0,1,1,7.5455482994100045,0,0,0,0,0,0
L00173,0.0,0.0,0.0,0.0,2.2,0.3666666666666667,0,0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,3,1,2,0,2,7.980365765111246,0,0,0,0,0,1
L00174,0.0,0.0,0.0,0.0,0.3999999999999999,0.0,0,0,4.0,0,0,0.6333333333333333,0.0,0.5,0.0,0.0,0,0,0,0,1,3,0,1,0,3,7.5455482994100045,1,0,0,0,0,0
L00175,0.7666666666666666,0.0,0.0,0.0,0.7666666666666666,0.0,1,1,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,2,4,1,4,3.9160150266976834,1,1,0,1,0,1
L00176,0.0,0.33333333333333337,0.0,0.33333333333333337,0.6666666666666667,0.0,1,1,8.0,0,0,3.333333333333334,0.0,0.455,0.0,2.0,0,0,0,0,2,2,1,3,1,3,6.164156554926094,1,1,0,1,1,1
L00177,0.0,0.0,0.0,0.0,1.9333333333333333,0.9666666666666667,0,0,4.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,1,0,2,9.259892150805431,0,0,0,0,0,0
L00178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0,0,0.3666666666666667,0.0,0.167,0.0,1.8333333333333335,0,0,0,0,1,2,0,3,1,4,5.6917098934219315,1,0,0,0,0,1
L00179,1.6666666666666667,0.0,0.8333333333333334,0.0,2.5,0.8333333333333334,1,1,3.0,1,0,0.8333333333333334,0.0,0.333,0.0,5.0,0,0,0,0,1,3,2,3,1,3,6.561454904041944,1,1,0,1,1,1
L00180,0.0,0.0,0.0,0.7666666666666666,3.833333333333333,0.0,0,0,11.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,2,4,1,2,8.79535509048386,0,0,0,0,0,1
L00181,0.0,0.0,0.0,0.0,0.3999999999999999,0.19999999999999996,0,0,8.0,0,0,1.5333333333333332,0.0,0.222,0.0,2.3,0,0,14,1,1,2,1,4,1,3,7.5455482994100045,1,0,1,0,0,1
L00182,0.5,0.5,0.0,0.0,2.0,0.0,2,1,8.0,0,0,8.333333333333334,1.6666666666666667,0.526,0.2,2.5,0,0,0,0,2,0,2,2,0,2,9.082756969221505,0,0,0,0,1,0
L00183,0.8333333333333334,0.8333333333333334,1.6666666666666667,0.0,0.8333333333333334,0.0,2,1,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,34,1,3,3,2,1,0,4,7.5455482994100045,1,0,0,1,0,1
L00184,0.0,0.0,0.0,0.0,0.9,0.9,0,0,11.0,1,0,0.0,0.0,0.167,0.0,0.0,1,0,0,0,3,3,2,1,0,4,5.270946169751904,1,0,0,0,0,1
L00185,0.0,0.0,0.0,0.0,0.0,0.0,1,1,8.0,0,0,2.4000000000000004,0.8,0.25,0.333,1.6,0,0,0,0,1,3,1,1,0,2,9.364373902084537,0,0,0,0,1,1
L00186,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0,0,11.0,1,0,4.833333333333333,0.9666666666666667,0.312,0.2,1.9333333333333333,0,0,0,0,1,2,1,2,0,3,7.579832028922791,1,0,0,0,0,1
L00187,0.0,0.0,0.0,1.0,2.0,1.0,0,0,7.0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,34,1,3,2,0,1,0,2,8.972793590351229,0,0,0,0,0,0
L00188,0.0,0.0,0.4666666666666667,0.0,2.3333333333333335,0.4666666666666667,0,0,7.0,0,0,0.4,0.0,0.071,0.0,2.4000000000000004,0,0,0,0,2,2,0,1,0,3,7.475792648499238,1,0,0,0,0,1
L00189,0.5333333333333333,0.5333333333333333,1.0666666666666667,0.0,1.0666666666666667,0.0,2,1,8.0,0,0,2.2,0.0,0.333,0.0,5.133333333333334,0,0,0,0,1,2,1,4,1,3,6.314815358839217,1,1,0,1,1,1
L00190,0.33333333333333337,0.0,0.0,0.0,1.0,0.6666666666666667,1,1,8.0,0,0,2.5,0.8333333333333334,0.2,0.333,0.0,0,0,0,0,1,2,1,1,0,2,9.248907025125,0,0,0,0,1,0
L00191,0.0,0.3666666666666667,0.0,0.0,0.7333333333333334,0.3666666666666667,1,1,2.0,0,0,3.0666666666666664,0.0,0.364,0.0,3.833333333333333,0,0,0,0,2,0,2,4,1,2,9.325096609274372,0,1,0,0,1,0
L00192,0.0,0.0,0.0,0.0,0.033333333333333326,0.0,0,0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,1,1,1,0,2,9.277970982673764,0,0,0,0,0,0
L00193,0.0,0.0,0.0,0.0,0.0,0.0,1,1,6.0,0,0,2.8,0.0,0.273,0.0,2.8,0,0,0,0,3,3,1,1,0,3,7.49654144421734,1,0,0,1,1,1
L00194,0.2666666666666667,0.0,0.2666666666666667,0.2666666666666667,1.0666666666666669,0.0,1,1,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,23,1,2,3,1,1,0,2,8.665251062006199,0,0,0,0,0,1
L00195,0.0,0.0,0.0,0.0,1.8,0.0,0,0,9.0,1,0,2.0,1.0,0.333,0.5,2.0,0,0,23,1,1,2,1,4,1,3,7.074963197966044,1,0,1,0,0,1
L00196,0.7,0.0,0.0,0.0,2.0999999999999996,0.7,1,1,4.0,0,0,0.0,0.0,0.235,0.0,0.0,1,0,0,0,1,1,1,4,1,4,4.8338981155962015,1,1,0,1,0,0
L00197,0.0,0.0,0.0,0.0,2.5,0.5,0,0,4.0,0,0,1.4666666666666668,0.0,0.222,0.0,1.4666666666666668,0,0,15,1,1,3,0,1,0,1,10.19740638589938,0,0,0,0,0,1
L00198,0.6333333333333333,0.6333333333333333,0.0,0.0,2.533333333333333,0.6333333333333333,2,1,8.0,0,0,3.6,0.0,0.667,0.0,4.5,0,0,0,0,3,3,1,4,1,4,7.5455482994100045,1,1,0,1,1,1
L00199,0.0,0.0,0.0,0.0,1.8666666666666667,0.0,0,0,5.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,20,1,3,3,1,4,1,0,11.963553850578377,0,0,1,0,0,0
L00200,0.0,0.0,0.5666666666666667,0.0,2.2666666666666666,0.5666666666666667,0,0,7.0,0,0,0.7,0.0,0.25,0.0,3.5,0,0,0,0,1,2,2,4,1,3,6.1110237821656215,1,0,0,0,0,1
L00201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,0,0,6.3,0.9,0.636,0.143,1.8,0,0,0,0,2,2,0,1,0,4,7.5455482994100045,1,0,0,0,0,1
L00202,0.0,0.0,0.0,0.0,2.9333333333333336,0.7333333333333334,0,0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,1,1,0,3,6.620606397692015,1,0,0,0,0,0
L00203,0.4666666666666667,0.0,0.0,0.0,1.4,0.4666666666666667,1,1,3.0,0,0,2.7,0.0,0.167,0.0,2.7,0,0,0,0,2,1,1,3,0,1,10.373297413009908,0,0,0,0,1,0
L00204,1.0666666666666667,0.0,0.0,0.0,0.5333333333333333,0.5333333333333333,1,1,3.0,0,0,3.8666666666666667,0.0,0.25,0.0,0.0,0,0,0,0,3,3,1,3,1,2,9.517567685662016,0,1,0,0,1,0
L00205,1.5333333333333332,0.0,0.0,0.0,2.3,0.0,1,1,7.0,1,0,5.133333333333334,0.0,0.438,0.0,5.133333333333334,1,0,0,0,2,2,0,3,1,2,8.618955240351776,0,1,0,0,1,1
L00206,0.6,0.6,0.0,0.0,1.7999999999999998,0.0,2,1,4.0,0,0,2.8,0.7,0.333,0.25,5.6,0,0,0,0,2,3,1,4,1,2,7.998704951314901,0,1,0,0,1,1
L00207,0.9,0.0,0.0,0.0,2.7,0.0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,2,2,1,0,2,9.04544214360216,0,0,0,0,0,0
L00208,0.0,0.0,0.6333333333333333,0.0,2.533333333333333,0.6333333333333333,0,0,3.0,0,0,1.5333333333333332,0.0,0.222,0.0,4.6,0,0,0,0,1,3,2,3,1,1,10.283368150431459,0,0,0,0,0,1
L00209,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0,0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,2,2,4,1,3,7.454488441086546,1,0,0,0,0,0
L00210,0.30000000000000004,0.30000000000000004,0.0,0.0,0.9000000000000001,0.30000000000000004,2,1,5.0,0,0,3.666666666666667,0.7333333333333334,0.357,0.2,0.0,0,0,0,0,2,2,0,4,1,3,6.472346294500901,1,1,0,1,1,0
L00211,0.0,0.8,0.0,0.0,2.4000000000000004,0.8,1,1,3.0,1,0,2.9,0.0,0.3,0.0,0.0,0,0,0,0,1,0,1,1,0,3,5.861355861760962,1,0,0,1,1,0
L00212,0.0,0.0,0.0,0.9666666666666667,2.9,0.0,0,0,9.0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,2,2,0,0,0,12.720176290708539,0,0,0,0,0,0
L00213,0.0,0.19999999999999996,0.0,0.0,0.5999999999999999,0.0,1,1,5.0,0,0,0.9666666666666667,0.0,0.143,0.0,0.0,0,0,0,0,1,2,1,3,1,1,9.795061230983288,0,1,0,0,1,0
L00214,0.0,0.0,0.0,0.8666666666666667,4.333333333333334,0.0,0,0,5.0,1,0,3.2,0.0,0.316,0.0,0.0,0,0,0,0,1,1,0,4,1,4,5.43197375136071,1,0,0,0,0,0
L00215,0.0,0.0,0.0,1.0,3.0,1.0,0,0,3.0,1,0,2.8,0.0,0.211,0.0,2.8,0,0,0,0,1,3,2,4,1,2,9.361334647023465,0,0,0,0,0,1
L00216,0.7333333333333334,0.0,0.0,0.0,1.4666666666666668,0.0,1,1,2.0,0,0,4.800000000000001,0.8,0.545,0.167,4.800000000000001,0,0,33,1,1,2,2,1,0,1,7.5455482994100045,0,0,0,0,1,1
L00217,0.33333333333333337,0.0,0.0,0.0,1.0,0.33333333333333337,1,1,2.0,0,0,1.1,0.0,0.5,0.0,0.0,0,0,18,1,1,3,1,3,1,4,5.68833037009728,1,1,1,1,1,0
L00218,0.0,0.0,0.0,0.0,0.5999999999999999,0.19999999999999996,0,0,20.0,0,1,1.7333333333333334,0.0,0.25,0.0,0.0,1,0,32,1,1,3,0,4,1,2,9.017313719565784,0,0,1,0,0,0
L00219,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7.0,0,0,0.6666666666666667,0.0,1.0,0.0,4.666666666666667,0,0,24,0,2,0,1,1,0,1,10.73638797978125,0,0,0,0,1,0
L00220,0.0,0.0,1.8,0.0,2.7,1.8,0,0,8.0,1,0,1.0,0.0,0.125,0.0,10.0,0,0,0,0,3,3,1,3,1,4,5.344723739362192,1,0,0,0,0,1
L00221,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0,0,10.0,1,0,1.4,0.0,0.6,0.0,2.3333333333333335,0,0,0,0,1,1,2,3,1,2,7.94328576276395,0,0,0,0,0,0
L00222,1.0666666666666667,1.0666666666666667,0.0,0.0,0.5333333333333333,0.0,2,1,6.0,0,0,0.5333333333333333,0.0,0.1,0.0,2.6666666666666665,0,0,12,0,2,0,0,4,1,3,7.5455482994100045,1,1,0,1,1,0
L00223,0.0,0.0,0.16666666666666663,0.0,0.33333333333333326,0.16666666666666663,0,0,10.0,0,0,0.3666666666666667,0.0,0.5,0.0,0.0,1,0,0,0,2,3,1,0,0,1,10.761328920005052,0,0,0,0,0,0
L00224,0.0,0.0,0.8666666666666667,0.0,1.7333333333333334,0.8666666666666667,0,0,9.0,1,0,0.33333333333333326,0.0,0.5,0.0,0.4999999999999999,1,0,0,0,1,1,1,4,1,0,12.467315897282251,0,0,0,0,0,0
L00225,0.0,0.7666666666666666,0.0,0.0,0.7666666666666666,0.0,1,1,2.0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,3,1,1,0,1,11.00590592221319,0,0,0,0,0,0
L00226,1.5333333333333332,0.0,0.7666666666666666,0.0,3.0666666666666664,0.7666666666666666,1,1,4.0,1,0,1.3333333333333335,0.5333333333333334,0.333,0.4,0.0,0,0,19,0,1,2,1,1,0,3,7.217590156075051,1,0,0,1,1,0
L00227,0.0,0.0,0.0,0.0,0.5333333333333334,0.5333333333333334,0,0,9.0,0,0,3.3333333333333335,0.8333333333333334,0.4,0.25,0.0,1,0,24,1,3,2,1,4,1,1,10.473217731416339,0,0,1,0,0,0
L00228,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,4.333333333333334,0.8666666666666667,2,1,10.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,1,0,0,1,7.5455482994100045,0,0,0,0,0,1
L00229,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,0,0,0.0,0.0,0.5,0.0,0.0,1,0,20,1,3,3,1,4,1,3,6.778557340510455,1,0,1,0,0,0
L00230,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667,0,0,7.0,0,0,0.033333333333333326,0.0,0.071,0.0,0.06666666666666665,0,0,20,1,2,3,1,3,1,2,8.234087298929344,0,0,1,0,0,1
L00231,2.6,0.0,1.7333333333333334,0.8666666666666667,2.6,0.8666666666666667,1,1,5.0,1,0,2.8,0.7,0.8,0.25,1.4,0,0,0,0,1,2,2,0,0,4,5.553347106724568,1,0,0,1,1,1
L00232,0.8333333333333334,0.0,0.0,0.0,1.6666666666666667,0.8333333333333334,1,1,10.0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,2,1,0,2,9.59182694581269,0,0,0,0,0,0
L00233,1.0,0.0,0.0,0.0,5.0,1.0,1,1,3.0,1,0,0.5999999999999999,0.0,0.214,0.0,0.5999999999999999,0,0,17,0,2,2,1,1,0,3,6.723712241289842,1,0,0,1,1,1
L00234,0.8666666666666667,0.0,0.0,0.0,0.0,0.8666666666666667,1,1,7.0,0,0,1.7333333333333334,0.0,0.154,0.0,0.0,0,0,0,0,1,2,1,1,0,4,3.4781584227982836,1,0,0,1,1,0
L00235,0.2666666666666667,0.2666666666666667,0.0,0.0,0.5333333333333334,0.0,2,1,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,18,1,2,2,1,4,1,4,7.5455482994100045,1,1,1,1,0,0
L00236,0.0,0.0,0.0,0.0,5.0,0.0,0,0,11.0,1,0,0.6,0.0,0.111,0.0,0.0,0,0,0,0,1,2,1,1,0,2,7.5455482994100045,0,0,0,0,0,0
L00237,0.5666666666666667,0.0,0.0,0.0,1.1333333333333333,0.5666666666666667,1,1,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,8,1,1,2,1,4,1,3,7.5455482994100045,1,1,1,1,0,0
L00238,0.2666666666666667,0.0,0.5333333333333334,0.0,0.2666666666666667,0.0,1,1,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,24,1,2,1,0,3,1,2,9.606798370924373,0,1,1,0,0,0
L00239,0.0,0.0,0.0,0.0,1.5333333333333332,0.0,0,0,9.0,1,0,0.7333333333333334,0.0,0.667,0.0,0.7333333333333334,0,0,0,0,2,1,2,1,0,4,5.214935757608986,1,0,0,0,0,0
L00240,0.7333333333333334,0.0,0.7333333333333334,0.7333333333333334,2.2,0.0,1,1,11.0,0,0,1.7333333333333334,0.0,0.167,0.0,2.6,0,0,0,0,2,2,1,3,1,3,7.557838370071055,1,1,0,1,1,1
L00241,0.8,0.0,0.8,0.0,1.6,0.0,1,1,20.0,1,1,0.0,0.0,0.333,0.0,0.0,1,0,11,1,1,3,2,3,1,3,6.19644412779452,1,1,1,1,0,0
L00242,0.8333333333333334,0.8333333333333334,1.6666666666666667,0.0,2.5,0.8333333333333334,2,1,2.0,1,0,0.0,0.0,0.368,0.143,0.0,0,0,0,0,1,2,1,0,1,2,9.54668402890281,0,1,0,0,0,1
L00243,0.6666666666666667,0.0,0.6666666666666667,0.0,2.666666666666667,0.6666666666666667,1,1,11.0,0,0,1.0,0.0,0.176,0.0,3.333333333333334,1,0,0,0,3,1,1,3,1,3,7.58573805902231,1,1,0,1,1,0
L00244,0.0,0.0,0.0,0.9333333333333333,3.7333333333333334,0.0,0,0,7.0,1,0,0.0,0.0,0.167,0.0,0.0,0,0,27,1,1,2,1,1,0,2,9.067889317177006,0,0,0,0,0,1
